transactionType,transactionId,cardNumber,amount,Stan,currencyCode,transactionDate,transactionTime,responseCode,accountType,authorizationCode,merchantId,merchantCategoryCode,terminalId,cardExpiryDate,cardholderName,accountHolderName,transactionFee,authorizationIndicator,acquirerBin,issuerBin,merchantName,transactionCode,reasonCode,rrn,originalTransactionId,acquirerReferenceNumber,batchNumber,dateOfSettlement,settlementAmount,issuerResponseCode,transactionOrigin,transactionReference,originalTransactionAmount,refundAmount,adjustmentAmount,loyaltyPointsEarned,loyaltyPointsRedeemed,reversalIndicator,authorizationDateTime,originalAuthorizationCode,narrative
BALANCE_TRANSFER,14278184342581699479,4234567812345673,61.97,537072,356,2025-03-23,10:00:00,00,Savings,AUTH64,MERCHANT87,5411,TERM4,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860017,,123ABC,BATCH001,2025-03-24,103.12,00,Online,REF5031,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
BALANCE_TRANSFER,14278184352211300663,4234567812345672,946.31,269751,356,2025-03-23,10:00:00,00,Savings,AUTH616,MERCHANT35,5411,TERM3,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860018,,123ABC,BATCH001,2025-03-24,82.95,00,Online,REF4249,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
CAPTURE,1427818436240839968,4234567812345677,411.76,173658,356,2025-03-23,10:00:00,00,Savings,AUTH801,MERCHANT50,5411,TERM1,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860019,,123ABC,BATCH001,2025-03-24,768.38,00,Online,REF6889,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
CASH_ADVANCE,14278184370692200793,4234567812345675,453.15,356204,356,2025-03-23,10:00:00,00,Savings,AUTH862,MERCHANT9,5411,TERM2,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860020,,123ABC,BATCH001,2025-03-24,771.52,00,Online,REF9362,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
CASH_ADVANCE,14278184380484299148,4234567812345677,799.12,417513,356,2025-03-23,10:00:00,00,Savings,AUTH161,MERCHANT33,5411,TERM1,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860021,,123ABC,BATCH001,2025-03-24,438.22,00,Online,REF1637,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
CAPTURE,14278184389009200742,4234567812345678,531.77,219009,356,2025-03-23,10:00:00,00,Savings,AUTH173,MERCHANT81,5411,TERM3,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860022,,123ABC,BATCH001,2025-03-24,146.29,00,Online,REF5470,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
AUTHORIZATION,1427818439775220017,4234567812345672,645.74,404521,356,2025-03-23,10:00:00,00,Savings,AUTH636,MERCHANT30,5411,TERM8,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860023,,123ABC,BATCH001,2025-03-24,480.30,00,Online,REF3521,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
CHARGEBACK,14278184405349800467,4234567812345671,20.57,848140,356,2025-03-23,10:00:00,00,Savings,AUTH129,MERCHANT97,5411,TERM7,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860024,,123ABC,BATCH001,2025-03-24,338.35,00,Online,REF9600,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
REVERSAL,14278184415716899169,4234567812345677,324.40,881027,356,2025-03-23,10:00:00,00,Savings,AUTH116,MERCHANT86,5411,TERM0,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860025,,123ABC,BATCH001,2025-03-24,0.38,00,Online,REF2766,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
BALANCE_TRANSFER,14278184423809400959,4234567812345676,237.56,935300,356,2025-03-23,10:00:00,00,Savings,AUTH927,MERCHANT52,5411,TERM4,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860026,,123ABC,BATCH001,2025-03-24,576.07,00,Online,REF3432,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
REVERSAL,14278184432471400813,4234567812345675,406.98,258700,356,2025-03-23,10:00:00,00,Savings,AUTH849,MERCHANT45,5411,TERM8,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860027,,123ABC,BATCH001,2025-03-24,238.12,00,Online,REF140,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
CHARGEBACK,14278184442501800190,4234567812345673,93.48,768565,356,2025-03-23,10:00:00,00,Savings,AUTH494,MERCHANT52,5411,TERM8,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860028,,123ABC,BATCH001,2025-03-24,820.05,00,Online,REF1385,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
AUTHORIZATION,14278184452499100354,4234567812345678,126.39,409954,356,2025-03-23,10:00:00,00,Savings,AUTH367,MERCHANT70,5411,TERM7,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860029,,123ABC,BATCH001,2025-03-24,331.10,00,Online,REF5797,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
AUTHORIZATION,14278184461699600268,4234567812345671,621.77,207229,356,2025-03-23,10:00:00,00,Savings,AUTH517,MERCHANT98,5411,TERM4,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860030,,123ABC,BATCH001,2025-03-24,308.82,00,Online,REF5828,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
CASH_ADVANCE,14278184470618400941,4234567812345676,337.99,612192,356,2025-03-23,10:00:00,00,Savings,AUTH335,MERCHANT10,5411,TERM0,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860031,,123ABC,BATCH001,2025-03-24,133.64,00,Online,REF5432,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
REVERSAL,14278184479190500281,4234567812345672,158.18,210006,356,2025-03-23,10:00:00,00,Savings,AUTH785,MERCHANT72,5411,TERM5,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860032,,123ABC,BATCH001,2025-03-24,114.49,00,Online,REF1652,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
CHARGEBACK,1427818448786509987,4234567812345671,205.89,322346,356,2025-03-23,10:00:00,00,Savings,AUTH621,MERCHANT92,5411,TERM1,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860033,,123ABC,BATCH001,2025-03-24,241.04,00,Online,REF4902,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
PURCHASE,14278184498365400210,4234567812345677,624.66,756825,356,2025-03-23,10:00:00,00,Savings,AUTH235,MERCHANT84,5411,TERM9,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860034,,123ABC,BATCH001,2025-03-24,968.26,00,Online,REF6348,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
CHARGEBACK,14278184508055300974,4234567812345677,518.44,411597,356,2025-03-23,10:00:00,00,Savings,AUTH201,MERCHANT9,5411,TERM6,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860035,,123ABC,BATCH001,2025-03-24,454.01,00,Online,REF2222,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
AUTHORIZATION,14278184517017600275,4234567812345670,941.12,79703,356,2025-03-23,10:00:00,00,Savings,AUTH61,MERCHANT35,5411,TERM4,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860036,,123ABC,BATCH001,2025-03-24,500.19,00,Online,REF3390,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
REFUND,14278184527051599451,4234567812345676,211.61,808348,356,2025-03-23,10:00:00,00,Savings,AUTH31,MERCHANT86,5411,TERM8,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860037,,123ABC,BATCH001,2025-03-24,263.53,00,Online,REF3817,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
CAPTURE,14278184537178600816,4234567812345673,650.00,76282,356,2025-03-23,10:00:00,00,Savings,AUTH650,MERCHANT49,5411,TERM6,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860038,,123ABC,BATCH001,2025-03-24,908.11,00,Online,REF9060,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
REVERSAL,14278184546285100379,4234567812345675,355.49,137279,356,2025-03-23,10:00:00,00,Savings,AUTH829,MERCHANT89,5411,TERM3,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860039,,123ABC,BATCH001,2025-03-24,410.07,00,Online,REF8424,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
REVERSAL,14278184556299200591,4234567812345674,96.50,604596,356,2025-03-23,10:00:00,00,Savings,AUTH934,MERCHANT14,5411,TERM2,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860040,,123ABC,BATCH001,2025-03-24,25.42,00,Online,REF5521,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
REVERSAL,1427818456628889979,4234567812345676,924.75,57866,356,2025-03-23,10:00:00,00,Savings,AUTH169,MERCHANT68,5411,TERM9,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860041,,123ABC,BATCH001,2025-03-24,425.19,00,Online,REF402,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
CAPTURE,14278184576393000842,4234567812345673,333.82,935225,356,2025-03-23,10:00:00,00,Savings,AUTH484,MERCHANT27,5411,TERM2,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860042,,123ABC,BATCH001,2025-03-24,295.95,00,Online,REF925,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
REVERSAL,14278184585773600320,4234567812345673,383.99,543371,356,2025-03-23,10:00:00,00,Savings,AUTH174,MERCHANT78,5411,TERM2,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860043,,123ABC,BATCH001,2025-03-24,352.72,00,Online,REF5756,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
PURCHASE,14278184597586100419,4234567812345677,29.90,276442,356,2025-03-23,10:00:00,00,Savings,AUTH174,MERCHANT30,5411,TERM3,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860044,,123ABC,BATCH001,2025-03-24,34.47,00,Online,REF870,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
PURCHASE,14278184610812899570,4234567812345670,529.79,692144,356,2025-03-23,10:00:00,00,Savings,AUTH900,MERCHANT37,5411,TERM0,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860045,,123ABC,BATCH001,2025-03-24,832.27,00,Online,REF5790,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
REVERSAL,14278184619455300597,4234567812345671,549.96,294403,356,2025-03-23,10:00:00,00,Savings,AUTH175,MERCHANT92,5411,TERM1,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860046,,123ABC,BATCH001,2025-03-24,815.70,00,Online,REF3230,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
CAPTURE,14278184627956000404,4234567812345673,599.28,271675,356,2025-03-23,10:00:00,00,Savings,AUTH431,MERCHANT22,5411,TERM0,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860047,,123ABC,BATCH001,2025-03-24,602.30,00,Online,REF764,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
REFUND,14278184636240300643,4234567812345678,547.91,879646,356,2025-03-23,10:00:00,00,Savings,AUTH172,MERCHANT72,5411,TERM8,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860048,,123ABC,BATCH001,2025-03-24,648.07,00,Online,REF4049,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
REVERSAL,14278184646148000356,4234567812345677,187.14,738376,356,2025-03-23,10:00:00,00,Savings,AUTH484,MERCHANT92,5411,TERM5,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860049,,123ABC,BATCH001,2025-03-24,95.13,00,Online,REF384,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
PURCHASE,1427818465556500065,4234567812345678,746.14,575012,356,2025-03-23,10:00:00,00,Savings,AUTH643,MERCHANT79,5411,TERM1,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860050,,123ABC,BATCH001,2025-03-24,341.12,00,Online,REF4479,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
CAPTURE,14278184667444300700,4234567812345678,329.24,415719,356,2025-03-23,10:00:00,00,Savings,AUTH367,MERCHANT71,5411,TERM9,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860051,,123ABC,BATCH001,2025-03-24,265.70,00,Online,REF5022,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
CASH_ADVANCE,14278184677404100264,4234567812345672,198.91,636338,356,2025-03-23,10:00:00,00,Savings,AUTH847,MERCHANT47,5411,TERM1,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860052,,123ABC,BATCH001,2025-03-24,809.32,00,Online,REF2584,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
AUTHORIZATION,14278184689508400391,4234567812345670,954.63,155818,356,2025-03-23,10:00:00,00,Savings,AUTH896,MERCHANT26,5411,TERM2,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860053,,123ABC,BATCH001,2025-03-24,679.54,00,Online,REF2075,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
CASH_ADVANCE,14278184702104499939,4234567812345670,298.24,733298,356,2025-03-23,10:00:00,00,Savings,AUTH543,MERCHANT86,5411,TERM6,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860054,,123ABC,BATCH001,2025-03-24,724.28,00,Online,REF3827,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
BALANCE_TRANSFER,14278184713519600832,4234567812345675,281.59,70423,356,2025-03-23,10:00:00,00,Savings,AUTH789,MERCHANT46,5411,TERM3,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860055,,123ABC,BATCH001,2025-03-24,351.15,00,Online,REF2974,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
PURCHASE,14278184726016099873,4234567812345671,423.67,219280,356,2025-03-23,10:00:00,00,Savings,AUTH212,MERCHANT3,5411,TERM1,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860056,,123ABC,BATCH001,2025-03-24,806.46,00,Online,REF1456,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
CAPTURE,14278184735964200563,4234567812345673,957.95,108873,356,2025-03-23,10:00:00,00,Savings,AUTH482,MERCHANT82,5411,TERM0,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860057,,123ABC,BATCH001,2025-03-24,898.89,00,Online,REF655,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
REFUND,14278184746005600249,4234567812345677,983.75,819793,356,2025-03-23,10:00:00,00,Savings,AUTH41,MERCHANT90,5411,TERM3,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860058,,123ABC,BATCH001,2025-03-24,206.01,00,Online,REF2037,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
AUTHORIZATION,14278184756441700531,4234567812345673,978.00,398152,356,2025-03-23,10:00:00,00,Savings,AUTH616,MERCHANT78,5411,TERM2,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860059,,123ABC,BATCH001,2025-03-24,752.25,00,Online,REF243,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
CASH_ADVANCE,14278184765889900438,4234567812345672,640.12,312104,356,2025-03-23,10:00:00,00,Savings,AUTH366,MERCHANT68,5411,TERM5,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860060,,123ABC,BATCH001,2025-03-24,749.86,00,Online,REF3530,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
REVERSAL,14278184774744000975,4234567812345672,563.61,583401,356,2025-03-23,10:00:00,00,Savings,AUTH790,MERCHANT52,5411,TERM2,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860061,,123ABC,BATCH001,2025-03-24,329.96,00,Online,REF4869,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
CASH_ADVANCE,14278184784603400665,4234567812345676,602.18,288577,356,2025-03-23,10:00:00,00,Savings,AUTH753,MERCHANT92,5411,TERM0,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860062,,123ABC,BATCH001,2025-03-24,858.08,00,Online,REF7485,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
REVERSAL,14278184793698900148,4234567812345678,177.51,238862,356,2025-03-23,10:00:00,00,Savings,AUTH548,MERCHANT99,5411,TERM2,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860063,,123ABC,BATCH001,2025-03-24,427.15,00,Online,REF6868,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
PURCHASE,14278184804299700741,4234567812345670,436.71,276038,356,2025-03-23,10:00:00,00,Savings,AUTH39,MERCHANT12,5411,TERM4,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860064,,123ABC,BATCH001,2025-03-24,235.72,00,Online,REF8702,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
REVERSAL,14278184814615500221,4234567812345670,265.46,843804,356,2025-03-23,10:00:00,00,Savings,AUTH964,MERCHANT83,5411,TERM7,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860065,,123ABC,BATCH001,2025-03-24,838.22,00,Online,REF7316,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
CASH_ADVANCE,14278184826029400521,4234567812345676,294.66,75755,356,2025-03-23,10:00:00,00,Savings,AUTH87,MERCHANT47,5411,TERM3,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860066,,123ABC,BATCH001,2025-03-24,568.59,00,Online,REF4096,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
BALANCE_TRANSFER,14278184837102500108,4234567812345677,593.99,720528,356,2025-03-23,10:00:00,00,Savings,AUTH895,MERCHANT96,5411,TERM9,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860067,,123ABC,BATCH001,2025-03-24,431.07,00,Online,REF4079,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
CHARGEBACK,14278184845650799622,4234567812345672,344.34,556989,356,2025-03-23,10:00:00,00,Savings,AUTH680,MERCHANT95,5411,TERM3,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860068,,123ABC,BATCH001,2025-03-24,968.23,00,Online,REF2175,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
AUTHORIZATION,14278184856515600503,4234567812345675,929.72,821766,356,2025-03-23,10:00:00,00,Savings,AUTH229,MERCHANT86,5411,TERM9,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860069,,123ABC,BATCH001,2025-03-24,580.04,00,Online,REF5096,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
CHARGEBACK,14278184866161000684,4234567812345675,225.57,599718,356,2025-03-23,10:00:00,00,Savings,AUTH849,MERCHANT49,5411,TERM5,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860070,,123ABC,BATCH001,2025-03-24,562.00,00,Online,REF5681,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
CHARGEBACK,14278184900058300501,4234567812345671,690.35,494005,356,2025-03-23,10:00:00,00,Savings,AUTH115,MERCHANT91,5411,TERM3,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860071,,123ABC,BATCH001,2025-03-24,262.26,00,Online,REF9227,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
REVERSAL,14278184912871700863,4234567812345674,709.65,687503,356,2025-03-23,10:00:00,00,Savings,AUTH515,MERCHANT31,5411,TERM8,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860072,,123ABC,BATCH001,2025-03-24,744.58,00,Online,REF4499,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
REVERSAL,14278184923587800448,4234567812345670,922.34,786773,356,2025-03-23,10:00:00,00,Savings,AUTH685,MERCHANT69,5411,TERM8,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860073,,123ABC,BATCH001,2025-03-24,565.20,00,Online,REF3767,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
BALANCE_TRANSFER,14278184933460800880,4234567812345674,8.12,529260,356,2025-03-23,10:00:00,00,Savings,AUTH715,MERCHANT26,5411,TERM3,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860074,,123ABC,BATCH001,2025-03-24,887.53,00,Online,REF5721,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
CAPTURE,14278184943204500390,4234567812345674,327.47,745961,356,2025-03-23,10:00:00,00,Savings,AUTH382,MERCHANT24,5411,TERM7,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860075,,123ABC,BATCH001,2025-03-24,780.18,00,Online,REF7431,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
BALANCE_TRANSFER,14278184954465800837,4234567812345675,545.27,560482,356,2025-03-23,10:00:00,00,Savings,AUTH13,MERCHANT98,5411,TERM4,12/25,John Doe,John Doe,2.50,A,123456,654321,SuperMart,SALE,00,20250860076,,123ABC,BATCH001,2025-03-24,338.43,00,Online,REF7022,0,0,0,10,5,N,2025-03-23T10:00:00,,Transaction successful
